,Unnamed: 0,Home,Away,H_W_PCT,H_FG_PCT,H_FG3_PCT,H_FT_PCT,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PLUS_MINUS,H_OFF_RATING,H_DEF_RATING,H_TS_PCT,A_W_PCT,A_FG_PCT,A_FG3_PCT,A_FT_PCT,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PLUS_MINUS,A_OFF_RATING,A_DEF_RATING,A_TS_PCT,Result,Date
88,88,Washington Wizards,Charlotte Hornets,0.286,0.485,0.363,0.732,36.6,27.0,13.7,8.6,5.5,-7.1,112.1,119.7,0.581,0.286,0.487,0.308,0.777,42.3,24.6,14.8,7.3,5.5,-6.6,112.6,119.2,0.576,0,11/10/2023
89,89,San Antonio Spurs,Minnesota Timberwolves,0.375,0.475,0.341,0.755,39.5,28.0,14.7,7.3,5.7,-11.9,108.2,121.0,0.566,0.714,0.484,0.373,0.743,46.6,24.7,15.7,8.1,6.4,10.5,110.5,100.4,0.58,0,11/10/2023
90,90,Dallas Mavericks,LA Clippers,0.75,0.48,0.397,0.735,40.8,24.0,13.3,6.2,4.7,4.3,118.3,114.2,0.608,0.429,0.489,0.381,0.75,42.3,23.9,16.4,10.4,4.8,5.6,111.9,106.8,0.592,1,11/10/2023
91,91,Phoenix Suns,Los Angeles Lakers,0.5,0.463,0.362,0.827,44.8,25.6,17.0,7.5,7.4,1.5,110.7,109.1,0.58,0.375,0.47,0.296,0.765,41.8,23.8,13.8,7.2,6.7,-7.1,106.6,113.8,0.561,0,11/10/2023
92,92,Houston Rockets,New Orleans Pelicans,0.571,0.487,0.39,0.722,43.9,27.2,13.9,6.7,3.2,5.9,114.2,108.3,0.587,0.5,0.445,0.333,0.758,42.2,23.0,13.5,7.2,4.3,-6.9,107.2,114.1,0.544,1,11/10/2023
93,93,Sacramento Kings,Oklahoma City Thunder,0.429,0.439,0.325,0.723,43.0,25.2,13.7,7.1,5.0,-3.9,109.3,113.4,0.546,0.625,0.495,0.393,0.864,40.5,23.5,14.5,6.9,5.9,1.6,115.2,113.9,0.611,1,11/10/2023
94,94,Boston Celtics,Toronto Raptors,0.75,0.466,0.364,0.809,48.8,23.9,13.3,7.2,5.1,12.0,118.1,106.0,0.589,0.5,0.462,0.351,0.696,47.0,27.5,15.8,7.8,5.1,1.1,109.6,107.6,0.554,1,11/11/2023
95,95,Atlanta Hawks,Miami Heat,0.625,0.473,0.348,0.833,44.9,25.9,14.6,8.8,4.2,4.6,117.5,113.0,0.588,0.5,0.455,0.381,0.822,43.3,25.8,15.6,8.9,3.8,-2.6,107.5,109.6,0.565,0,11/11/2023
96,96,Golden State Warriors,Cleveland Cavaliers,0.667,0.459,0.358,0.768,45.7,27.4,13.9,8.2,4.2,4.8,114.8,110.4,0.569,0.375,0.456,0.322,0.771,44.8,24.1,14.3,7.7,5.8,-3.5,108.1,111.6,0.557,0,11/11/2023
97,97,Orlando Magic,Milwaukee Bucks,0.5,0.457,0.325,0.728,45.5,24.2,16.2,9.7,5.6,2.6,109.6,106.8,0.55,0.625,0.477,0.365,0.778,39.0,21.6,13.6,7.6,4.8,-2.2,115.0,116.9,0.599,1,11/11/2023
98,98,New York Knicks,Charlotte Hornets,0.5,0.415,0.349,0.724,50.6,23.1,13.8,8.8,1.9,4.4,108.3,103.7,0.52,0.375,0.482,0.296,0.759,45.2,25.3,14.2,7.6,5.3,-5.0,113.6,118.8,0.566,1,11/12/2023
99,99,Brooklyn Nets,Washington Wizards,0.444,0.469,0.387,0.769,45.6,26.1,12.9,5.1,5.3,-1.0,113.9,115.7,0.579,0.25,0.486,0.363,0.746,36.5,27.1,13.8,8.0,5.6,-7.1,112.5,119.8,0.584,1,11/12/2023
100,100,LA Clippers,Memphis Grizzlies,0.375,0.489,0.373,0.778,43.0,23.6,16.2,10.0,4.4,2.7,114.0,111.5,0.594,0.111,0.439,0.333,0.762,41.9,23.6,15.0,8.4,6.4,-6.4,106.1,112.2,0.542,0,11/12/2023
101,101,Philadelphia 76ers,Indiana Pacers,0.875,0.482,0.364,0.839,46.5,25.1,14.0,9.3,6.9,11.1,117.5,106.4,0.595,0.667,0.496,0.387,0.817,41.6,29.6,12.9,7.2,5.4,4.3,121.5,117.0,0.606,1,11/12/2023
102,102,Houston Rockets,Denver Nuggets,0.625,0.477,0.376,0.733,43.7,26.4,13.3,7.0,3.4,5.6,113.1,107.8,0.578,0.889,0.507,0.365,0.701,45.9,30.6,13.7,8.2,6.5,10.2,118.4,107.6,0.593,1,11/12/2023
103,103,New Orleans Pelicans,Dallas Mavericks,0.444,0.446,0.332,0.755,43.1,21.9,14.0,7.1,4.5,-6.5,106.9,113.1,0.546,0.778,0.485,0.403,0.751,40.8,24.7,12.8,6.3,4.3,5.8,121.3,115.7,0.614,0,11/12/2023
104,104,San Antonio Spurs,Miami Heat,0.333,0.474,0.342,0.741,39.1,28.0,14.5,7.4,5.9,-11.3,107.8,120.0,0.564,0.556,0.459,0.373,0.835,42.6,25.4,15.5,9.0,3.8,-1.4,108.2,109.2,0.57,0,11/12/2023
105,105,Chicago Bulls,Detroit Pistons,0.333,0.447,0.35,0.787,40.8,22.5,11.9,9.2,4.3,-5.0,108.8,113.9,0.541,0.2,0.465,0.366,0.83,46.0,27.3,17.6,5.6,5.5,-3.8,109.4,112.9,0.562,1,11/12/2023
106,106,Golden State Warriors,Minnesota Timberwolves,0.6,0.454,0.357,0.768,46.4,27.1,14.4,7.9,4.1,3.5,113.7,110.7,0.566,0.75,0.486,0.373,0.749,46.9,24.4,15.9,7.7,6.0,10.0,110.6,101.0,0.582,0,11/12/2023
107,107,Los Angeles Lakers,Portland Trail Blazers,0.444,0.474,0.311,0.765,42.0,24.2,13.5,7.4,6.8,-6.0,108.4,114.5,0.567,0.375,0.433,0.301,0.803,44.1,20.4,15.9,9.3,5.6,-5.1,104.7,109.5,0.529,1,11/12/2023
108,108,Phoenix Suns,Oklahoma City Thunder,0.444,0.461,0.367,0.816,45.6,25.2,16.6,7.7,6.7,1.0,111.7,110.6,0.578,0.556,0.49,0.376,0.86,40.3,23.4,14.7,7.1,5.8,0.6,113.4,112.9,0.602,0,11/12/2023
109,109,Boston Celtics,New York Knicks,0.778,0.474,0.361,0.796,48.7,24.6,13.4,6.6,5.0,13.3,118.5,104.9,0.594,0.556,0.429,0.356,0.716,49.8,23.5,13.3,8.8,2.1,6.4,111.5,104.7,0.534,1,11/13/2023
110,110,Milwaukee Bucks,Chicago Bulls,0.556,0.479,0.36,0.749,38.7,21.9,14.2,7.7,4.9,-3.6,113.0,116.5,0.594,0.4,0.45,0.352,0.788,40.9,22.6,11.4,9.5,4.5,-3.4,110.2,113.5,0.545,1,11/13/2023
111,111,Toronto Raptors,Washington Wizards,0.444,0.453,0.342,0.712,46.0,27.3,15.0,7.8,4.7,-1.6,108.1,109.1,0.546,0.222,0.474,0.348,0.742,37.0,26.2,13.6,8.6,5.3,-7.2,110.2,117.5,0.572,1,11/13/2023
112,112,Sacramento Kings,Cleveland Cavaliers,0.5,0.437,0.319,0.727,44.1,25.6,14.2,7.5,5.5,-2.6,108.8,111.7,0.543,0.444,0.453,0.326,0.77,44.6,23.9,13.9,8.3,5.5,-2.2,108.7,110.8,0.557,1,11/13/2023
113,113,Detroit Pistons,Atlanta Hawks,0.182,0.462,0.364,0.827,46.3,27.2,17.5,5.4,5.5,-4.4,109.4,113.9,0.56,0.556,0.469,0.354,0.833,45.1,25.5,15.3,8.5,4.4,3.2,116.2,113.1,0.587,0,11/14/2023
114,114,Charlotte Hornets,Miami Heat,0.333,0.481,0.303,0.753,44.5,25.0,14.0,7.4,5.2,-6.8,113.6,120.8,0.563,0.6,0.457,0.374,0.849,42.5,25.4,14.7,8.8,3.7,-0.8,109.2,109.6,0.571,0,11/14/2023
115,115,Brooklyn Nets,Orlando Magic,0.5,0.459,0.37,0.772,47.5,25.6,13.5,5.2,5.4,-0.1,112.4,113.2,0.568,0.556,0.454,0.331,0.746,45.3,24.2,16.2,9.7,5.2,4.0,110.0,105.8,0.552,1,11/14/2023
116,116,Oklahoma City Thunder,San Antonio Spurs,0.6,0.49,0.375,0.858,39.7,23.4,14.2,7.4,6.1,1.8,113.6,112.0,0.601,0.3,0.473,0.353,0.747,40.2,28.7,14.8,7.0,6.0,-10.7,108.4,119.8,0.566,1,11/14/2023
117,117,New Orleans Pelicans,Dallas Mavericks,0.4,0.453,0.348,0.74,43.8,22.6,14.3,6.5,4.3,-7.0,107.7,114.5,0.552,0.8,0.486,0.4,0.752,40.6,24.9,12.1,6.3,4.4,6.4,121.8,115.6,0.613,1,11/14/2023
118,118,Utah Jazz,Portland Trail Blazers,0.3,0.461,0.377,0.798,46.0,26.8,18.1,5.7,5.3,-7.5,111.7,119.1,0.573,0.333,0.44,0.308,0.802,43.4,21.3,15.9,8.5,5.8,-5.2,105.2,110.1,0.535,1,11/14/2023
119,119,Denver Nuggets,LA Clippers,0.8,0.503,0.356,0.708,46.5,30.1,13.5,7.7,6.4,8.9,117.6,108.2,0.587,0.333,0.483,0.37,0.764,42.9,23.9,16.2,9.9,4.3,2.0,112.9,111.3,0.587,1,11/14/2023
120,120,Golden State Warriors,Minnesota Timberwolves,0.545,0.448,0.349,0.777,46.8,26.9,14.4,8.0,3.7,2.6,113.4,111.1,0.56,0.778,0.49,0.369,0.742,46.8,24.6,15.6,7.8,6.0,9.5,111.1,102.0,0.585,0,11/14/2023
121,121,Los Angeles Lakers,Memphis Grizzlies,0.5,0.475,0.304,0.772,41.8,24.5,13.1,7.5,6.5,-4.8,109.0,114.0,0.568,0.2,0.437,0.332,0.76,42.0,23.8,15.2,8.3,6.4,-5.4,106.4,111.4,0.541,1,11/14/2023
122,122,Philadelphia 76ers,Indiana Pacers,0.889,0.485,0.371,0.84,47.4,25.4,13.8,8.8,6.9,11.1,119.6,108.6,0.596,0.6,0.498,0.389,0.819,40.7,29.7,12.6,7.3,5.7,2.8,122.0,118.9,0.609,0,11/14/2023
123,123,Washington Wizards,Dallas Mavericks,0.2,0.477,0.357,0.743,37.0,26.8,14.4,8.9,5.2,-6.9,109.8,116.6,0.575,0.727,0.48,0.394,0.754,40.8,24.8,12.7,6.0,4.3,3.9,120.0,116.6,0.607,0,11/15/2023
124,124,Philadelphia 76ers,Boston Celtics,0.8,0.487,0.364,0.857,46.0,24.9,13.9,8.3,6.5,9.3,119.1,110.0,0.598,0.8,0.477,0.369,0.806,48.2,25.2,13.3,6.3,4.9,13.7,119.5,105.8,0.6,0,11/15/2023
125,125,Atlanta Hawks,New York Knicks,0.6,0.474,0.355,0.842,44.5,25.7,15.2,8.5,4.6,3.5,116.7,113.4,0.592,0.5,0.428,0.363,0.715,49.2,23.2,13.4,8.6,2.2,4.2,111.9,107.0,0.535,0,11/15/2023
126,126,Toronto Raptors,Milwaukee Bucks,0.5,0.458,0.333,0.708,46.1,27.3,15.4,8.1,4.6,-1.0,108.1,108.8,0.546,0.6,0.478,0.355,0.745,40.1,22.1,14.5,7.3,4.9,-2.4,113.7,116.0,0.593,0,11/15/2023
127,127,Phoenix Suns,Minnesota Timberwolves,0.4,0.454,0.363,0.819,46.3,24.8,16.7,7.3,6.7,-0.3,110.9,111.1,0.572,0.8,0.485,0.374,0.752,46.4,24.6,16.1,7.9,5.9,8.9,110.4,102.1,0.584,1,11/15/2023
128,128,Portland Trail Blazers,Cleveland Cavaliers,0.3,0.438,0.308,0.793,43.3,21.4,16.0,8.1,5.8,-6.2,104.4,110.5,0.533,0.4,0.457,0.339,0.774,44.3,24.0,13.7,7.8,5.1,-3.2,110.4,113.3,0.562,0,11/15/2023
129,129,Los Angeles Lakers,Sacramento Kings,0.545,0.484,0.34,0.77,43.0,25.0,13.6,7.2,6.8,-2.0,111.6,113.5,0.582,0.556,0.452,0.336,0.718,43.5,26.4,13.8,7.0,5.4,-1.0,111.8,113.2,0.56,0,11/15/2023
130,130,Chicago Bulls,Orlando Magic,0.364,0.443,0.349,0.799,41.6,22.7,11.1,9.5,4.7,-3.9,110.3,114.1,0.54,0.5,0.452,0.333,0.747,44.7,24.2,16.3,9.6,5.1,1.6,109.9,108.1,0.554,0,11/15/2023
131,131,Miami Heat,Brooklyn Nets,0.636,0.459,0.364,0.846,42.6,25.6,14.1,9.1,3.8,-0.2,109.7,109.8,0.572,0.545,0.466,0.38,0.76,47.4,25.4,13.8,5.9,5.2,1.7,114.0,112.9,0.576,1,11/16/2023
132,132,Golden State Warriors,Oklahoma City Thunder,0.5,0.445,0.348,0.783,46.8,27.0,14.9,8.2,3.6,2.2,112.5,110.5,0.558,0.636,0.492,0.376,0.853,39.5,24.2,14.3,8.3,6.0,4.8,113.9,109.2,0.604,0,11/16/2023
133,133,Charlotte Hornets,Milwaukee Bucks,0.3,0.477,0.321,0.759,44.8,24.8,14.5,7.3,4.7,-6.8,113.4,120.3,0.564,0.636,0.482,0.37,0.759,40.3,22.4,14.4,7.3,5.3,-0.7,115.1,115.8,0.601,0,11/17/2023
134,134,Washington Wizards,New York Knicks,0.182,0.478,0.355,0.751,37.7,26.3,14.1,8.6,4.9,-7.4,110.1,117.4,0.576,0.545,0.432,0.372,0.724,48.7,23.8,13.8,8.6,2.2,4.0,112.7,108.1,0.54,0,11/17/2023
135,135,Toronto Raptors,Boston Celtics,0.455,0.452,0.328,0.73,47.0,27.4,15.3,8.3,4.9,-2.4,108.6,110.6,0.542,0.818,0.477,0.368,0.805,48.2,25.1,13.1,6.4,5.2,13.4,120.0,106.6,0.601,0,11/17/2023
136,136,Atlanta Hawks,Philadelphia 76ers,0.545,0.48,0.357,0.835,43.4,26.0,15.2,8.8,4.8,3.0,117.0,114.1,0.597,0.727,0.484,0.364,0.854,45.8,24.4,13.5,8.1,6.0,7.7,118.7,111.4,0.596,0,11/17/2023
137,137,Cleveland Cavaliers,Detroit Pistons,0.455,0.465,0.336,0.773,44.7,24.0,14.1,7.6,5.5,-1.6,110.7,112.3,0.569,0.167,0.467,0.362,0.815,45.9,27.9,17.4,5.7,5.6,-4.6,110.0,114.5,0.564,1,11/17/2023
138,138,San Antonio Spurs,Sacramento Kings,0.273,0.465,0.349,0.744,40.2,28.1,15.6,7.0,5.9,-12.9,106.0,119.4,0.556,0.6,0.457,0.339,0.721,43.2,26.6,13.9,8.2,4.9,0.6,112.1,111.9,0.565,0,11/17/2023
139,139,Chicago Bulls,Orlando Magic,0.333,0.44,0.343,0.805,42.6,22.2,11.8,9.3,4.7,-3.8,109.1,112.8,0.538,0.545,0.447,0.329,0.752,44.9,23.9,16.2,9.9,4.9,1.6,108.9,107.0,0.549,0,11/17/2023
140,140,New Orleans Pelicans,Denver Nuggets,0.455,0.459,0.35,0.739,43.5,23.5,14.1,7.4,4.5,-4.5,109.4,113.4,0.559,0.818,0.505,0.356,0.719,45.8,29.9,13.6,7.4,6.0,8.4,117.7,108.6,0.591,1,11/17/2023
141,141,Portland Trail Blazers,Los Angeles Lakers,0.273,0.432,0.312,0.798,42.3,21.8,15.9,8.2,5.6,-7.0,104.2,110.8,0.528,0.5,0.486,0.343,0.771,42.7,24.8,14.3,7.5,6.7,-3.0,110.6,113.6,0.584,0,11/17/2023
142,142,Utah Jazz,Phoenix Suns,0.364,0.461,0.369,0.807,46.5,26.7,17.7,6.2,5.4,-5.4,111.9,117.2,0.572,0.455,0.467,0.378,0.825,45.4,25.6,16.1,6.8,6.6,1.4,113.8,112.3,0.585,0,11/17/2023
143,143,LA Clippers,Houston Rockets,0.3,0.478,0.377,0.775,43.0,23.8,15.8,10.0,4.0,1.5,113.0,111.9,0.584,0.667,0.471,0.37,0.741,44.2,25.8,12.9,7.0,3.5,5.3,113.1,108.1,0.573,1,11/17/2023
144,144,Charlotte Hornets,New York Knicks,0.273,0.471,0.313,0.768,44.5,24.1,14.2,7.1,4.5,-9.0,111.8,120.9,0.558,0.583,0.438,0.376,0.722,48.9,24.2,13.6,8.4,2.5,5.5,113.9,108.0,0.545,0,11/18/2023
145,145,Chicago Bulls,Miami Heat,0.308,0.44,0.343,0.802,42.0,22.0,12.2,9.4,4.6,-4.0,108.4,112.5,0.538,0.667,0.463,0.37,0.856,41.9,25.8,13.8,9.1,3.8,0.4,111.4,111.0,0.58,1,11/18/2023
146,146,Milwaukee Bucks,Dallas Mavericks,0.667,0.488,0.382,0.759,40.9,23.1,14.3,7.0,5.4,1.9,116.1,114.2,0.608,0.75,0.483,0.395,0.738,41.1,25.3,12.4,6.0,4.2,4.6,120.5,116.2,0.608,1,11/18/2023
147,147,San Antonio Spurs,Memphis Grizzlies,0.25,0.465,0.355,0.752,40.2,28.4,15.5,6.9,5.7,-12.5,106.5,119.6,0.559,0.182,0.43,0.337,0.76,41.3,24.2,14.7,8.3,6.6,-7.3,106.6,113.7,0.535,0,11/18/2023
148,148,Golden State Warriors,Oklahoma City Thunder,0.462,0.442,0.347,0.783,47.0,27.0,15.0,8.0,3.6,0.5,112.4,111.8,0.554,0.667,0.493,0.395,0.858,39.7,24.8,14.2,8.5,5.8,6.0,115.0,109.2,0.608,0,11/18/2023
149,149,New Orleans Pelicans,Minnesota Timberwolves,0.5,0.465,0.36,0.723,43.1,24.2,13.9,7.5,4.5,-3.7,109.8,113.2,0.562,0.727,0.483,0.358,0.771,46.1,24.1,15.3,8.0,5.9,6.5,111.6,105.7,0.581,0,11/18/2023
150,150,Brooklyn Nets,Philadelphia 76ers,0.5,0.466,0.381,0.762,47.1,25.9,14.0,5.9,5.0,1.0,114.8,114.3,0.578,0.75,0.484,0.37,0.863,45.7,25.1,13.8,8.2,5.9,7.9,119.5,111.8,0.598,0,11/19/2023
151,151,Indiana Pacers,Orlando Magic,0.636,0.5,0.386,0.801,40.4,29.7,12.4,7.2,5.6,3.1,122.0,118.5,0.61,0.583,0.45,0.329,0.748,45.2,24.0,16.5,9.7,5.1,2.0,108.8,106.5,0.551,0,11/19/2023
152,152,Cleveland Cavaliers,Denver Nuggets,0.5,0.469,0.341,0.769,44.4,23.8,14.0,7.7,5.5,-0.8,110.8,111.4,0.571,0.75,0.504,0.345,0.707,46.3,30.5,13.6,7.1,5.7,7.3,117.1,109.1,0.587,1,11/19/2023
153,153,Dallas Mavericks,Sacramento Kings,0.692,0.484,0.39,0.737,41.6,25.4,12.4,5.6,4.1,3.8,120.5,117.1,0.606,0.636,0.464,0.347,0.728,42.9,26.9,13.8,8.3,4.6,1.3,113.0,111.9,0.574,0,11/19/2023
154,154,Memphis Grizzlies,Boston Celtics,0.25,0.432,0.337,0.766,41.7,24.2,14.6,8.2,6.3,-5.8,107.9,113.5,0.539,0.833,0.475,0.367,0.808,47.9,25.5,12.9,6.3,5.1,12.6,119.2,106.5,0.598,0,11/19/2023
155,155,Portland Trail Blazers,Oklahoma City Thunder,0.25,0.43,0.308,0.793,42.9,21.5,16.2,8.5,5.3,-7.4,103.7,110.8,0.525,0.692,0.496,0.392,0.861,39.9,24.7,13.9,8.4,5.8,6.0,115.2,109.3,0.607,0,11/19/2023
156,156,Utah Jazz,Phoenix Suns,0.333,0.464,0.375,0.811,46.0,26.8,16.9,5.9,5.7,-5.3,113.5,118.5,0.578,0.5,0.472,0.392,0.831,44.7,26.4,15.5,6.7,6.3,1.5,115.5,113.9,0.592,0,11/19/2023
157,157,Los Angeles Lakers,Houston Rockets,0.538,0.486,0.348,0.765,42.9,25.1,14.6,7.8,6.7,-1.9,110.6,112.6,0.584,0.6,0.467,0.365,0.738,44.5,25.6,13.3,6.9,3.7,4.2,111.8,107.8,0.568,1,11/19/2023
158,158,Toronto Raptors,Detroit Pistons,0.417,0.454,0.331,0.725,46.5,27.5,15.1,7.9,4.6,-2.4,108.4,110.6,0.544,0.154,0.464,0.353,0.818,46.3,27.3,17.4,5.9,5.6,-4.8,109.4,114.3,0.56,1,11/19/2023
159,159,New Orleans Pelicans,Sacramento Kings,0.462,0.468,0.364,0.734,42.9,24.4,14.1,7.6,4.6,-3.5,110.6,113.8,0.566,0.667,0.47,0.353,0.73,43.5,27.5,13.8,8.4,4.5,2.5,114.7,112.1,0.58,1,11/20/2023
160,160,Minnesota Timberwolves,New York Knicks,0.75,0.487,0.364,0.775,45.0,24.5,15.2,7.8,6.0,6.1,112.4,107.0,0.587,0.615,0.443,0.381,0.723,48.9,24.5,13.5,8.3,2.6,6.2,114.9,108.3,0.55,1,11/20/2023
161,161,Chicago Bulls,Miami Heat,0.357,0.44,0.344,0.798,42.3,22.3,12.3,9.4,4.7,-3.3,108.5,111.9,0.541,0.615,0.461,0.367,0.853,41.6,25.7,13.9,9.1,3.5,0.0,110.9,110.8,0.578,0,11/20/2023
162,162,Detroit Pistons,Denver Nuggets,0.143,0.465,0.353,0.809,45.8,27.0,17.3,5.7,5.4,-6.5,109.3,115.7,0.561,0.692,0.502,0.355,0.71,45.3,30.0,13.6,7.1,5.7,5.8,116.7,110.3,0.588,0,11/20/2023
163,163,Washington Wizards,Milwaukee Bucks,0.167,0.476,0.351,0.763,37.4,26.4,14.2,8.3,4.8,-8.5,109.8,118.2,0.574,0.692,0.491,0.381,0.765,40.8,23.5,13.7,7.1,5.2,2.3,116.9,114.6,0.611,0,11/20/2023
164,164,San Antonio Spurs,LA Clippers,0.231,0.463,0.357,0.758,40.2,28.3,15.5,6.8,5.9,-12.5,106.9,119.8,0.559,0.364,0.474,0.378,0.767,43.4,23.6,15.6,10.0,4.3,1.9,112.3,110.8,0.581,0,11/20/2023
165,165,Charlotte Hornets,Boston Celtics,0.25,0.472,0.331,0.771,43.9,24.6,14.2,6.9,4.5,-9.4,111.9,121.4,0.562,0.846,0.474,0.368,0.807,47.9,25.2,13.3,6.3,5.5,11.8,118.4,106.5,0.596,1,11/20/2023
166,166,Golden State Warriors,Houston Rockets,0.429,0.443,0.351,0.785,46.8,27.2,14.9,7.8,3.6,0.0,112.2,112.2,0.556,0.545,0.469,0.367,0.74,43.6,26.5,13.8,6.9,3.6,3.7,111.3,107.8,0.569,1,11/20/2023
167,167,Orlando Magic,Toronto Raptors,0.615,0.453,0.33,0.758,44.6,23.6,16.3,9.6,5.5,2.8,109.6,106.5,0.556,0.462,0.462,0.336,0.714,46.3,28.7,14.5,8.1,4.6,0.0,110.5,110.3,0.551,1,11/21/2023
168,168,Atlanta Hawks,Indiana Pacers,0.5,0.477,0.358,0.832,43.1,25.9,15.0,8.7,4.7,2.0,117.0,115.2,0.595,0.583,0.495,0.378,0.798,40.1,29.1,12.6,7.4,5.7,1.8,120.7,118.4,0.603,0,11/21/2023
169,169,Philadelphia 76ers,Cleveland Cavaliers,0.769,0.483,0.378,0.867,45.7,25.7,13.2,8.2,5.8,9.0,120.1,111.2,0.598,0.538,0.475,0.345,0.769,44.7,24.4,14.0,7.6,5.5,0.2,111.8,111.5,0.577,0,11/21/2023
170,170,Phoenix Suns,Portland Trail Blazers,0.538,0.473,0.392,0.832,44.1,26.8,15.5,6.9,6.8,1.6,115.9,114.2,0.594,0.231,0.428,0.305,0.783,42.2,21.5,16.5,8.6,5.1,-10.2,103.2,113.0,0.522,1,11/21/2023
171,171,Los Angeles Lakers,Utah Jazz,0.571,0.485,0.338,0.762,42.9,25.2,14.9,8.2,6.3,-1.7,110.4,112.1,0.582,0.308,0.46,0.37,0.811,46.4,26.5,16.9,6.2,5.6,-5.0,113.9,118.7,0.574,1,11/21/2023
172,172,Orlando Magic,Denver Nuggets,0.643,0.457,0.334,0.755,44.2,24.1,16.0,9.8,5.6,3.9,110.7,106.4,0.558,0.714,0.499,0.357,0.714,45.2,30.0,13.6,7.1,5.9,5.6,116.1,110.0,0.585,1,11/22/2023
173,173,Charlotte Hornets,Washington Wizards,0.308,0.47,0.331,0.781,44.7,24.8,14.0,7.0,4.7,-8.4,112.0,120.3,0.56,0.154,0.483,0.351,0.765,36.5,26.5,13.4,8.1,4.7,-8.8,111.0,119.7,0.578,1,11/22/2023
174,174,Boston Celtics,Milwaukee Bucks,0.786,0.471,0.364,0.792,47.6,24.6,13.3,6.2,5.7,10.7,117.6,107.0,0.592,0.714,0.498,0.381,0.764,41.7,24.1,13.7,6.8,5.3,3.0,118.4,115.4,0.615,1,11/22/2023
175,175,Indiana Pacers,Toronto Raptors,0.615,0.504,0.387,0.793,39.0,29.3,12.6,7.3,6.0,2.1,122.6,120.2,0.614,0.429,0.464,0.345,0.718,45.7,28.7,15.1,7.9,4.7,-1.4,110.1,111.4,0.556,0,11/22/2023
176,176,Atlanta Hawks,Brooklyn Nets,0.462,0.487,0.366,0.831,42.5,25.9,14.9,8.6,4.6,1.4,118.9,117.6,0.604,0.462,0.467,0.382,0.761,47.1,25.8,14.1,5.6,5.3,-0.8,114.0,115.3,0.577,1,11/22/2023
177,177,Oklahoma City Thunder,Chicago Bulls,0.714,0.503,0.41,0.867,40.3,25.0,14.2,8.4,5.7,8.6,116.9,108.4,0.618,0.333,0.441,0.341,0.805,42.1,22.3,12.3,8.9,4.9,-4.3,108.5,113.0,0.542,1,11/22/2023
178,178,San Antonio Spurs,LA Clippers,0.214,0.461,0.349,0.76,40.9,27.9,15.5,6.6,6.0,-13.4,106.4,120.0,0.556,0.417,0.474,0.374,0.777,44.0,24.1,14.9,10.4,4.2,3.8,113.2,109.9,0.582,0,11/22/2023
179,179,Houston Rockets,Memphis Grizzlies,0.5,0.469,0.362,0.744,44.1,26.8,13.4,6.9,3.6,3.0,112.2,109.5,0.569,0.231,0.429,0.341,0.772,41.9,24.6,14.4,8.2,6.3,-5.5,107.8,113.2,0.537,1,11/22/2023
180,180,New Orleans Pelicans,Sacramento Kings,0.5,0.474,0.368,0.739,43.8,25.4,14.0,7.6,4.7,-0.7,111.9,112.3,0.572,0.615,0.463,0.344,0.725,42.9,27.5,13.7,8.1,4.5,-0.4,113.1,113.4,0.573,1,11/22/2023
181,181,Portland Trail Blazers,Utah Jazz,0.214,0.428,0.315,0.788,41.5,21.5,16.3,8.6,5.0,-10.4,104.0,114.2,0.525,0.286,0.454,0.361,0.808,46.0,26.3,16.6,6.2,5.4,-6.9,112.5,119.2,0.566,1,11/22/2023
182,182,Minnesota Timberwolves,Philadelphia 76ers,0.769,0.489,0.36,0.773,45.0,25.0,15.1,7.7,6.1,6.9,112.8,106.5,0.59,0.714,0.478,0.373,0.864,45.3,25.1,13.2,8.4,5.9,8.1,119.3,111.3,0.593,1,11/22/2023
183,183,Cleveland Cavaliers,Miami Heat,0.571,0.476,0.346,0.774,45.2,24.8,14.1,7.6,5.4,0.4,111.8,111.4,0.577,0.643,0.464,0.376,0.853,41.9,26.2,13.7,9.0,3.3,1.3,112.1,110.7,0.582,0,11/22/2023
184,184,Los Angeles Lakers,Dallas Mavericks,0.6,0.491,0.341,0.765,43.4,25.7,14.8,8.0,6.2,0.5,111.4,111.0,0.588,0.643,0.483,0.388,0.736,41.5,25.2,12.2,5.8,3.9,2.4,120.0,118.2,0.603,0,11/22/2023
185,185,Phoenix Suns,Golden State Warriors,0.571,0.479,0.393,0.842,43.9,26.9,15.6,7.1,6.9,2.4,117.0,114.4,0.6,0.467,0.445,0.361,0.791,46.7,27.2,14.5,7.5,3.4,0.3,113.2,112.9,0.562,1,11/22/2023
186,186,Minnesota Timberwolves,Sacramento Kings,0.786,0.488,0.362,0.765,45.3,25.2,15.0,7.9,6.2,7.3,113.0,106.2,0.588,0.571,0.462,0.344,0.736,42.6,27.1,13.9,7.7,4.3,-0.7,113.0,113.7,0.575,0,11/24/2023
187,187,Toronto Raptors,Chicago Bulls,0.467,0.469,0.349,0.729,45.5,28.4,15.3,7.8,4.6,-1.2,111.0,112.2,0.561,0.313,0.438,0.344,0.815,42.0,22.3,12.3,8.8,4.7,-5.0,108.4,113.6,0.542,1,11/24/2023
